"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/03/23","®H¨½","SO2",3.9,2.2,2.5,2.2,2,2.1,1.7,1.6,1.8,2.2,1.7,1.3,1.1,1,0.7,0.7,1,1.6,1.7,1.7,2,2.6,2.8,3.6
"2018/03/24","®H¨½","CO",0.34,0.33,0.3,0.3,0.28,0.29,0.35,0.45,0.5,0.39,0.27,0.26,0.26,0.27,0.29,0.33,0.35,0.35,0.38,0.47,0.41,0.51,0.47,0.48
"2018/03/24","®H¨½","NOx",15,13,10,10,9.2,12,15,19,26,18,7.7,7.1,7.1,7.6,8.7,11,13,13,16,19,15,23,20,20
"2018/03/24","®H¨½","O3",25,22,25,21,24,16,17,19,25,44,74,77,78,83,88,101,97,80,68,58,57,37,35,25
"2018/03/24","®H¨½","PM10",57,57,51,46,44,41,40,41,46,52,55,59,57,59,62,66,65,57,55,57,56,51,51,52
"2018/03/24","®H¨½","SO2",2.8,1.9,1.4,1.3,1.1,1.5,1.5,1,1.5,1.7,1.6,1.3,1,0.8,0.7,0.7,0.6,0.5,0.8,1,1.1,1.7,1.8,2
"2018/03/25","®H¨½","CO",0.39,0.37,0.36,0.36,0.34,0.35,0.39,0.47,0.53,0.52,0.34,0.3,0.3,0.33,0.32,0.31,0.32,0.36,0.42,0.42,0.43,0.44,0.4,0.4
"2018/03/25","®H¨½","NOx",14,12,11,13,9.8,11,14,17,18,17,9.5,7.8,7.7,8.7,10,9.2,9.8,12,13,14,14,14,12,13
"2018/03/25","®H¨½","O3",29,31,26,21,23,16,16,21,29,52,80,89,91,95,97,96,90,82,75,68,59,53,51,38
"2018/03/25","®H¨½","PM10",51,50,47,47,43,42,42,45,49,51,58,64,65,66,64,62,60,67,80,88,87,82,76,73
"2018/03/25","®H¨½","SO2",2.5,2.1,2,2.4,1.5,1.5,1.6,1.6,1.9,2.1,2.4,2.2,1.9,1.8,1.7,1.5,1.4,1.3,2,2.1,1.8,1.8,1.6,1.8
"2018/03/26","®H¨½","CO",0.37,0.34,0.31,0.31,0.31,0.33,0.4,0.57,0.61,0.42,0.29,0.28,0.29,0.27,0.3,0.35,0.36,0.37,0.39,0.34,0.41,0.42,0.33,0.36
"2018/03/26","®H¨½","NOx",12,9.8,8.1,9,8.1,10,14,25,26,15,7.6,6.8,8.3,7.3,6.6,9.5,12,12,15,12,16,17,13,13
"2018/03/26","®H¨½","O3",34,31,30,21,19,17,9.1,11,22,50,66,75,78,80,87,91,86,72,64,59,50,39,36,28
"2018/03/26","®H¨½","PM10",70,66,61,57,58,56,55,57,61,63,58,56,59,60,62,71,82,81,74,71,68,70,68,59
"2018/03/26","®H¨½","SO2",2.1,2.5,2.1,2.3,2.1,2.3,2.5,3.3,3.6,3.5,3.2,3,2.5,2,1.7,2.3,2.2,2.2,2.6,2.3,2.8,2.9,2.3,2.6
"2018/03/27","®H¨½","CO",0.36,0.35,0.33,0.32,0.33,0.35,0.37,0.49,0.56,0.37,0.33,0.33,0.34,0.38,0.35,0.33,0.35,0.36,0.42,0.44,0.41,0.41,0.4,0.38
"2018/03/27","®H¨½","NOx",14,16,11,13,11,11,16,19,21,11,7.2,7.3,9.5,10,9,9.7,11,12,16,17,14,13,15,16
"2018/03/27","®H¨½","O3",22,14,19,12,11,14,6.9,13,23,53,68,68,73,87,84,86,80,68,60,52,47,40,33,24
"2018/03/27","®H¨½","PM10",53,50,52,55,54,57,57,57,60,61,61,59,57,58,53,49,54,52,52,53,47,48,47,42
"2018/03/27","®H¨½","SO2",2.9,4.5,2.5,3.1,3.1,2.1,2.3,2.5,3,2.6,2.2,2,1.9,1.5,1.3,1.3,1.4,1.4,1.8,2.1,1.9,1.9,2.8,2.6
"2018/03/28","®H¨½","CO",0.38,0.36,0.34,0.3,0.3,0.34,0.4,0.59,0.55,0.38,0.29,0.28,0.32,0.37,0.36,0.34,0.34,0.37,0.39,0.41,0.47,0.51,0.45,0.4
"2018/03/28","®H¨½","NOx",14,14,12,9.6,12,13,18,25,24,13,7.8,7,8.4,11,9.2,9.7,11,13,15,17,20,21,20,16
"2018/03/28","®H¨½","O3",20,15,16,20,13,6,7.3,9.5,23,49,61,65,73,84,93,89,86,79,67,59,44,34,30,30
"2018/03/28","®H¨½","PM10",44,45,41,38,34,38,37,40,47,43,33,24,29,NA,43,40,42,50,52,53,55,53,49,49
"2018/03/28","®H¨½","SO2",2.9,2.6,2.1,1.6,2.3,2.1,2.1,2.2,2.8,2.6,2.3,1.8,1.5,1.2,1.1,1.1,1.1,1.2,1.3,1.8,1.9,2.5,2.8,3
"2018/03/29","®H¨½","CO",0.37,0.35,0.31,0.28,0.28,0.33,0.35,0.5,0.4,0.33,0.27,0.29,0.36,0.36,0.34,0.35,0.4,0.43,0.51,0.6,0.6,0.56,0.53,0.43
"2018/03/29","®H¨½","NOx",14,13,13,11,10,13,15,22,15,11,8,8.3,12,11,11,11,13,16,20,25,24,23,22,15
"2018/03/29","®H¨½","O3",29,27,23,27,24,12,11,16,32,51,64,69,79,93,94,95,94,85,69,55,43,37,29,32
"2018/03/29","®H¨½","PM10",48,45,40,35,34,36,35,39,40,38,35,37,48,58,63,57,59,68,74,77,81,78,68,64
"2018/03/29","®H¨½","SO2",2.6,2.1,2,1.4,1.1,1.6,1.2,2,1.8,1.7,1.4,1.1,1.1,1,1.1,1.8,2.9,3.7,4.9,5.3,4.8,3.8,3.2,2.5
"2018/03/30","®H¨½","CO",0.4,0.37,0.4,0.34,0.34,0.36,0.42,0.55,0.56,0.44,0.27,0.28,0.33,0.41,0.42,0.43,0.39,0.4,0.43,0.51,0.48,0.56,0.49,0.42
"2018/03/30","®H¨½","NOx",16,12,15,12,12,12,17,22,23,16,7.7,7.4,9.1,12,12,13,13,16,16,17,17,21,18,15
"2018/03/30","®H¨½","O3",23,23,13,16,12,11,8.2,12,22,46,59,65,78,102,118,111,104,96,87,74,66,53,46,45
"2018/03/30","®H¨½","PM10",63,60,58,57,54,52,50,52,54,51,41,35,40,53,65,72,69,59,58,63,63,63,64,59
"2018/03/30","®H¨½","SO2",2.7,2.7,2.7,2.7,2.3,2,2.2,2.3,2.9,2.9,2.4,2.2,2.2,2,2.2,3.8,2.4,2.4,2.2,2.1,2.2,3.1,2.6,2.8
"2018/03/31","®H¨½","CO",0.42,0.41,0.37,0.35,0.36,0.37,0.43,0.6,0.52,0.44,0.28,0.28,0.31,0.31,0.34,0.34,0.37,0.39,0.37,0.38,0.42,0.44,0.42,0.43
"2018/03/31","®H¨½","NOx",15,15,13,13,12,12,17,22,22,15,8.5,7.6,9.9,8.8,8.9,10,11,14,15,15,16,16,15,17
"2018/03/31","®H¨½","O3",35,25,25,20,18,14,13,17,25,46,59,65,71,78,85,94,95,87,70,60,54,47,41,31
"2018/03/31","®H¨½","PM10",57,56,47,43,45,42,42,48,48,45,43,39,40,45,53,63,72,71,67,69,71,66,63,66
"2018/03/31","®H¨½","SO2",2.8,2.5,2.3,2.6,2.1,1.6,2.6,2.8,2.4,2.4,2.2,1.6,1.4,1,1.1,1.2,1.4,1.9,1.4,1.5,2,1.9,2,2.5
"2018/04/01","®H¨½","CO",0.43,0.36,0.32,0.3,0.31,0.32,0.37,0.38,0.38,0.29,0.27,0.24,0.23,0.24,0.24,0.24,0.26,0.31,0.37,0.33,0.29,0.37,0.34,0.31
"2018/04/01","®H¨½","NOx",17,15,13,9.9,9,11,13,12,12,8.2,7.3,6.8,6.1,6.7,7.1,7.4,8.6,10,14,12,9.5,12,12,11
"2018/04/01","®H¨½","O3",27,22,24,29,23,18,16,26,31,47,55,55,60,61,65,67,65,66,64,60,59,49,40,38
"2018/04/01","®H¨½","PM10",64,60,53,49,53,52,51,50,49,53,55,48,43,41,37,45,54,63,72,73,70,63,59,62
"2018/04/01","®H¨½","SO2",2.3,2.5,2.1,1.8,1.5,1.8,2,1.7,1.7,1.7,1.3,1,0.8,0.6,0.6,0.5,0.7,1.5,1.5,1.6,1.5,1.3,1.6,1.8
"2018/04/02","®H¨½","CO",0.3,0.27,0.26,0.24,0.23,0.24,0.27,0.37,0.32,0.23,0.22,0.21,0.23,0.21,0.22,0.24,0.24,0.28,0.27,0.29,0.34,0.32,0.35,0.28
"2018/04/02","®H¨½","NOx",9.6,10,9.5,9.1,9.5,9.3,10,16,14,7.4,6.4,6.3,8.8,8.3,7.3,8.6,9.7,11,12,15,18,16,17,15
"2018/04/02","®H¨½","O3",33,25,23,20,17,16,15,14,27,48,57,61,63,68,71,72,68,60,53,43,37,32,23,22
"2018/04/02","®H¨½","PM10",61,60,58,52,47,44,43,49,53,52,50,47,46,47,51,62,66,60,53,48,50,49,46,45
"2018/04/02","®H¨½","SO2",1.8,2,1.7,1.6,1.7,1.5,1.4,1.7,1.8,1.7,1.5,1.3,1.3,1.1,1,1,1.6,2.1,1.9,2.4,3.5,2.6,2.6,2.5
"2018/04/03","®H¨½","CO",0.31,0.31,0.3,0.29,0.27,0.29,0.36,0.39,0.36,0.29,0.25,0.24,0.26,NA,0.25,0.27,0.29,0.3,0.34,0.36,0.42,0.5,0.4,0.38
"2018/04/03","®H¨½","NOx",16,14,13,13,13,12,14,17,15,10,6.9,6.2,9.1,NA,7.6,9.1,10,11,14,18,19,24,20,20
"2018/04/03","®H¨½","O3",18,19,18,14,11,10,9.6,13,26,44,53,55,59,65,NA,69,61,55,46,37,29,16,13,10
"2018/04/03","®H¨½","PM10",48,45,43,46,45,41,43,44,44,50,50,48,52,NA,59,59,55,58,66,65,65,64,57,53
"2018/04/03","®H¨½","SO2",2.7,2.3,2,1.8,1.8,1.5,1.5,1.9,2.1,2.2,1.7,1.4,1.5,NA,1,1.1,1.2,1.3,1.9,2.8,2.7,3.8,2.8,3.6
"2018/04/04","®H¨½","CO",0.36,0.31,0.29,0.27,0.26,0.28,0.34,0.37,0.4,0.34,0.23,0.22,0.24,0.36,0.34,0.3,0.35,0.4,0.42,0.4,0.59,0.6,0.53,0.46
"2018/04/04","®H¨½","NOx",18,18,16,16,14,14,15,17,16,12,7.2,6.8,6.9,11,11,10,11,17,20,20,26,28,23,21
"2018/04/04","®H¨½","O3",8.3,4.9,5,3.9,4.9,3.7,7.4,11,19,39,50,55,67,88,83,80,81,60,42,36,24,15,15,11
"2018/04/04","®H¨½","PM10",54,51,48,47,44,44,47,53,55,50,45,44,44,56,66,61,62,65,64,58,62,66,63,62
"2018/04/04","®H¨½","SO2",3.2,3.9,2.8,3.3,3,3.3,2.4,2.6,2.5,2.6,2.2,1.9,1.6,2.1,2.1,1.8,2.6,4.3,4.1,4.2,3.3,3.1,3.7,3.3
"2018/04/05","®H¨½","CO",0.44,0.44,0.34,0.37,0.35,0.36,0.48,0.46,0.43,0.36,0.29,0.3,0.31,0.32,0.35,0.4,0.46,0.36,0.36,0.36,0.37,0.29,0.39,0.43
"2018/04/05","®H¨½","NOx",17,16,12,13,13,13,15,18,14,8.7,6.8,6.9,7.8,8.6,8.8,11,14,12,12,13,14,10,11,13
"2018/04/05","®H¨½","O3",11,8.9,16,13,11,12,9.7,14,26,50,62,60,63,70,71,70,62,56,53,47,42,44,35,27
"2018/04/05","®H¨½","PM10",56,52,47,47,50,51,51,51,50,50,50,47,49,55,54,59,69,69,63,57,61,61,53,52
"2018/04/05","®H¨½","SO2",2.8,1.9,1.5,1.5,1,0.9,1.5,1.5,1.5,1.6,1.2,0.9,0.6,0.5,0.5,0.5,3.4,1.9,1.6,1.3,1.3,1.2,1.6,1.8
"2018/04/06","®H¨½","CO",0.4,0.35,0.33,0.35,0.35,0.33,0.35,0.37,0.43,0.36,0.29,0.25,0.26,0.22,0.21,0.27,0.37,0.38,0.44,0.43,0.41,0.39,0.38,0.36
"2018/04/06","®H¨½","NOx",14,9.7,10,9.4,9.1,8.6,12,14,14,10,7.2,5.8,7.4,9,7.5,9.1,11,11,13,14,12,9.9,9.1,8.3
"2018/04/06","®H¨½","O3",23,21,18,16,14,17,13,16,26,40,53,56,59,51,52,50,46,44,39,34,31,32,30,29
"2018/04/06","®H¨½","PM10",53,49,49,49,47,47,48,51,49,49,54,53,48,43,41,40,41,37,37,42,33,27,27,27
"2018/04/06","®H¨½","SO2",2.3,2.3,2.1,2.1,2.2,2.1,2.1,2.1,2.4,2.4,2.3,2.1,2.4,2.3,1.6,1.5,1.6,1.7,1.8,1.8,1.9,2,2,2
"2018/04/07","®H¨½","CO",0.35,0.36,0.35,0.35,0.33,0.32,0.32,0.37,0.39,0.38,0.4,0.4,0.34,0.33,0.34,0.34,0.35,0.35,0.37,0.4,0.39,0.36,0.34,0.34
"2018/04/07","®H¨½","NOx",7.5,8.3,7.9,7.7,7.4,7.1,7.2,10,12,14,13,15,12,12,14,13,13,12,14,15,14,13,13,13
"2018/04/07","®H¨½","O3",30,30,30,27,28,28,30,26,22,21,21,25,24,28,29,29,28,28,25,22,22,19,16,14
"2018/04/07","®H¨½","PM10",28,28,33,34,39,45,45,47,49,50,42,30,31,37,39,41,42,41,41,45,45,44,41,39
"2018/04/07","®H¨½","SO2",2,1.8,1.7,1.7,1.7,1.5,1.6,1.7,2,2.1,2.2,2.4,2.5,2.5,2.5,2.2,2.2,2.2,2.4,2.2,2.4,2.2,2.3,2.8
"2018/04/08","®H¨½","CO",0.34,0.31,0.31,0.3,0.31,0.32,0.35,0.34,0.3,0.29,0.25,0.26,0.3,0.29,0.29,0.28,0.28,0.27,0.29,0.32,0.42,0.42,0.39,0.34
"2018/04/08","®H¨½","NOx",13,11,11,11,11,10,12,12,9.9,11,7.3,6.6,7.6,8,8.2,9,9.6,9.6,11,12,18,21,18,16
"2018/04/08","®H¨½","O3",14,15,12,9.2,8.7,11,10,14,20,28,46,51,60,65,70,74,75,73,69,63,41,31,25,23
"2018/04/08","®H¨½","PM10",42,42,40,39,37,33,31,28,23,19,19,21,29,37,38,46,53,54,55,50,49,49,46,42
"2018/04/08","®H¨½","SO2",2.2,2.1,2.4,2.1,2,1.8,1.9,2,2,2.2,1.9,1.7,1.8,1.6,1.7,2.1,2,2.1,2.3,2.6,2.4,4.2,3.2,3.6
"2018/04/09","®H¨½","CO",0.28,0.22,0.21,0.21,0.22,0.24,0.29,0.27,0.29,0.28,0.3,0.2,0.2,0.23,0.24,0.27,0.39,0.53,0.53,0.52,0.52,0.53,0.5,0.44
"2018/04/09","®H¨½","NOx",13,6,6.3,6.5,6.9,8.3,14,11,14,10,7.7,6.5,6.2,7.6,8,9.4,14,25,25,22,22,22,22,18
"2018/04/09","®H¨½","O3",27,33,33,28,31,24,18,25,29,46,58,58,61,67,78,87,96,73,65,60,49,40,31,29
"2018/04/09","®H¨½","PM10",38,36,30,29,27,26,29,29,30,32,32,31,25,23,30,38,51,62,66,64,64,65,64,59
"2018/04/09","®H¨½","SO2",2.7,1.8,1.4,1.1,1.3,1.1,1.6,1.3,1.7,1.4,1.5,1.3,1.1,1.2,1.4,1.5,4.6,8.8,7.6,6.1,5.2,4.4,4.3,3.5
"2018/04/10","®H¨½","CO",0.41,0.39,0.35,0.34,0.34,0.37,0.44,0.6,0.62,0.51,0.27,0.22,0.22,0.2,0.23,0.25,0.29,0.33,0.43,0.54,0.59,0.6,0.48,0.39
"2018/04/10","®H¨½","NOx",15,12,12,11,11,13,19,25,24,19,8.8,6.2,6.5,6.1,7.5,9.1,10,12,17,20,22,25,21,18
"2018/04/10","®H¨½","O3",26,24,20,17,13,7.8,8.2,13,28,50,61,61,60,60,72,78,85,86,76,59,49,37,34,29
"2018/04/10","®H¨½","PM10",56,56,50,47,50,48,48,52,53,52,45,31,24,25,29,34,41,49,52,55,54,52,54,50
"2018/04/10","®H¨½","SO2",3,2.4,2.3,1.7,1.9,2,2.9,2.8,3.3,3.5,2.8,1.9,1.4,1.1,1.2,1.1,1.3,1.7,1.7,1.9,2.3,4,4,4.7
"2018/04/11","®H¨½","CO",0.36,0.29,0.29,0.27,0.27,0.27,0.37,0.61,0.61,0.55,0.36,0.18,0.18,0.17,0.19,0.22,0.25,0.28,0.31,0.3,0.32,0.36,0.32,0.35
"2018/04/11","®H¨½","NOx",14,11,12,11,10,14,20,26,25,21,14,6.5,6.1,6.3,6.6,7.5,8.7,10,12,12,12,15,14,15
"2018/04/11","®H¨½","O3",30,29,21,21,19,13,11,15,28,46,55,55,51,51,61,67,67,66,57,48,41,30,26,17
"2018/04/11","®H¨½","PM10",42,39,40,39,36,35,35,42,51,48,34,25,21,19,28,39,42,51,58,57,54,53,55,57
"2018/04/11","®H¨½","SO2",2.4,2.4,2.4,2,1.9,2.5,2.2,2.3,2.7,2.7,2.4,1.7,1.1,0.6,0.6,0.5,0.4,0.7,0.7,1,1,1.3,1.7,2.4
"2018/04/12","®H¨½","CO",0.31,0.32,0.31,0.32,0.32,0.33,0.41,0.43,0.3,0.27,0.24,0.21,0.23,0.22,0.27,0.28,0.32,0.37,0.53,0.52,0.52,0.45,0.39,0.32
"2018/04/12","®H¨½","NOx",16,14,13,12,11,14,16,15,9.6,9.5,7,6.6,8.6,6.8,9.8,14,12,14,20,24,22,18,17,15
"2018/04/12","®H¨½","O3",12,12,7.7,8.5,9,4.9,6.7,15,29,39,42,38,34,40,35,31,32,29,19,6.2,8.1,6.9,6.1,5.2
"2018/04/12","®H¨½","PM10",52,48,47,46,44,40,43,49,47,42,38,31,23,17,16,14,14,16,19,24,27,28,26,24
"2018/04/12","®H¨½","SO2",3.7,3.2,2.5,1.9,1.7,1.9,2.1,2.4,2.1,2,1.5,1,0.8,0.6,0.8,1,1.3,1.4,2.5,3.2,3.1,3.5,3.4,3.6
"2018/04/13","®H¨½","CO",0.32,0.24,0.22,0.21,0.21,0.23,0.29,0.44,0.55,0.52,0.37,NA,0.18,0.19,NA,0.25,0.29,0.29,0.39,0.42,0.37,0.36,0.32,0.25
"2018/04/13","®H¨½","NOx",13,11,10,9,12,12,16,22,28,24,NA,6.2,7.4,10,NA,9,11,12,14,17,15,15,15,9.5
"2018/04/13","®H¨½","O3",5,5.5,6.4,5.2,2.6,3.9,4.4,6.2,10,20,NA,NA,NA,NA,52,59,47,42,33,25,22,17,11,17
"2018/04/13","®H¨½","PM10",22,21,23,20,18,21,24,24,29,32,24,18,16,15,NA,40,44,48,45,44,46,50,47,39
"2018/04/13","®H¨½","SO2",2.1,2.6,1.7,1.4,2,1.3,1.2,1.5,2,2.5,2.6,NA,1.7,1,NA,2.1,1.9,2.1,2.2,2.6,3.1,3.5,3.6,3.1
"2018/04/14","®H¨½","CO",0.25,0.22,0.21,0.21,0.21,0.23,0.31,0.39,0.27,0.22,0.17,0.16,0.17,0.19,0.18,0.23,0.3,0.41,0.4,0.42,0.33,0.33,0.31,0.28
"2018/04/14","®H¨½","NOx",9.1,8.3,10,9.2,11,10,17,17,13,9.4,6.5,5.8,6.4,6.3,6.4,8.4,9.8,13,14,14,11,11,11,10
"2018/04/14","®H¨½","O3",14,14,11,9.7,4.6,9.3,4.8,8.8,14,25,33,38,42,51,52,49,46,44,34,27,34,25,21,12
"2018/04/14","®H¨½","PM10",38,37,36,34,34,35,34,37,29,22,23,23,25,33,35,40,40,33,33,32,33,35,35,35
"2018/04/14","®H¨½","SO2",3.5,1.8,1.8,1.8,2.1,1.5,2.4,2.1,2.1,2,1.9,1.6,1.3,1.4,1.2,1.2,0.9,1.2,1.5,1.8,2,2.1,2.1,2
"2018/04/15","®H¨½","CO",0.25,0.29,0.25,0.21,0.23,0.23,0.27,0.27,0.3,0.23,0.21,0.22,0.19,0.27,0.31,0.32,0.31,0.33,0.35,0.36,0.36,0.37,0.36,0.35
"2018/04/15","®H¨½","NOx",9.7,13,10,9.6,9.6,10,11,12,13,9.7,8.3,7.6,6.6,7.6,9.2,9.6,10,11,13,14,14,13,13,11
"2018/04/15","®H¨½","O3",11,7.9,8.6,7.9,6.1,5.7,6,8,9.4,17,23,33,37,52,66,62,59,57,49,44,34,28,25,25
"2018/04/15","®H¨½","PM10",35,34,32,31,30,27,23,22,25,26,22,21,19,21,28,31,30,28,27,27,24,20,20,18
"2018/04/15","®H¨½","SO2",1.9,2,1.8,2.2,1.6,1.4,1.4,1.7,1.8,1.7,1.6,1.5,1.2,1.2,1.1,1.2,1.2,1.4,1.5,1.4,1.4,1.3,1.6,1.6
"2018/04/16","®H¨½","CO",0.34,0.32,0.32,0.32,0.31,0.31,0.36,0.58,0.63,0.48,0.34,0.28,0.26,0.26,0.28,0.33,0.4,0.49,0.46,0.44,0.48,0.47,0.46,0.42
"2018/04/16","®H¨½","NOx",11,9.9,10,10,9.8,9,13,21,23,20,11,7.3,7.7,6.6,6.4,8.6,12,18,18,17,19,16,15,12
"2018/04/16","®H¨½","O3",23,22,19,15,17,19,18,13,NA,26,46,52,52,56,60,70,85,77,75,66,54,52,45,49
"2018/04/16","®H¨½","PM10",17,19,23,25,22,15,9,11,20,23,21,21,21,17,21,34,53,67,71,72,67,70,70,58
"2018/04/16","®H¨½","SO2",2,1.5,1.6,1.4,1.4,1.3,1.4,3,3.2,3.7,2.9,2.3,1.7,1.2,1,0.9,1.1,1.4,1.7,1.8,2.5,2.1,2.1,2
"2018/04/17","®H¨½","CO",0.38,0.45,0.35,0.34,0.33,0.32,0.35,0.43,0.49,0.42,0.49,0.46,0.44,0.42,0.39,0.39,0.38,0.41,0.57,0.56,0.55,0.48,0.43,0.44
"2018/04/17","®H¨½","NOx",10,12,8.3,6.8,6.5,6.1,7.3,11,13,13,14,13,14,13,9.5,9.9,9,10,16,18,17,15,11,12
"2018/04/17","®H¨½","O3",46,33,44,45,46,47,44,37,30,37,39,42,48,54,57,60,56,52,49,46,38,40,42,26
"2018/04/17","®H¨½","PM10",38,17,10,4,2,7,8,6,8,10,14,11,9,16,13,11,11,10,20,31,33,36,39,40
"2018/04/17","®H¨½","SO2",1.4,2.3,1.5,1.5,1.3,1.1,1.1,1.2,1.5,1.7,2.1,2.1,2.2,2.4,2,1.8,1.5,1.3,1.5,1.8,2.2,2.6,2.1,2.2
"2018/04/18","®H¨½","CO",0.4,0.34,0.33,0.31,0.32,0.33,0.4,0.41,0.39,0.35,0.29,0.31,0.36,0.39,NA,0.34,0.42,0.48,0.5,0.49,0.63,0.63,0.54,0.49
"2018/04/18","®H¨½","NOx",11,9.9,9.9,8,7.9,9.7,13,13,12,12,7.1,6.5,9.9,9.8,NA,NA,10,13,14,15,23,23,18,15
"2018/04/18","®H¨½","O3",21,15,13,17,16,9.8,11,18,24,35,49,53,60,NA,70,72,85,92,83,80,50,33,36,35
"2018/04/18","®H¨½","PM10",35,27,24,25,21,18,21,22,24,23,18,18,21,NA,27,29,38,51,58,60,66,65,59,58
"2018/04/18","®H¨½","SO2",2.2,1.6,1.4,1.5,1.3,1.4,1.6,2,2,1.9,1.5,1.2,1.3,1.1,NA,1,1.9,2.5,2.7,2.8,3.5,4.1,4.1,3.9
"2018/04/19","®H¨½","CO",0.45,0.43,0.4,0.38,0.38,0.39,0.45,0.51,0.39,0.36,0.29,0.3,0.29,0.27,0.33,0.39,0.42,0.44,0.41,0.46,0.46,0.48,0.47,0.45
"2018/04/19","®H¨½","NOx",11,10,8.7,8.9,8.8,8.8,13,17,13,9.9,6.3,6.5,7.1,5.2,7.5,9.5,11,12,12,15,15,12,14,15
"2018/04/19","®H¨½","O3",28,27,24,19,17,15,11,16,28,48,56,55,57,63,75,91,83,88,86,70,61,47,38,29
"2018/04/19","®H¨½","PM10",54,53,53,49,48,44,46,51,45,34,28,26,30,31,33,48,61,68,69,70,71,68,64,59
"2018/04/19","®H¨½","SO2",2.5,2.1,1.9,1.9,2.3,1.6,2,2.4,2.2,2.1,1.5,1.2,1.2,0.8,1.1,1.6,1.5,1.8,2,2.2,2.1,1.7,2.1,3.4
"2018/04/20","®H¨½","CO",0.42,0.4,0.39,0.41,0.4,0.36,0.34,0.39,0.4,0.36,0.34,0.32,0.32,0.32,0.31,0.29,0.32,0.45,0.45,0.49,0.54,0.53,0.46,0.39
"2018/04/20","®H¨½","NOx",13,12,11,11,12,9.9,10,10,11,9,7.5,7,9.6,8.9,8.2,9.4,10,19,21,22,23,22,18,14
"2018/04/20","®H¨½","O3",29,26,31,22,19,18,21,26,35,57,66,62,62,74,78,79,74,58,50,43,32,28,28,31
"2018/04/20","®H¨½","PM10",61,60,60,65,63,56,45,38,39,44,46,44,40,40,41,42,46,50,53,54,53,52,51,51
"2018/04/20","®H¨½","SO2",3.7,3.4,3,2.7,3.1,1.7,1.4,1.5,1.8,1.7,1.7,1.3,1.6,1.4,1.5,1.7,1.7,2,2.4,2.6,3.5,3.3,3.7,3.3
"2018/04/21","®H¨½","CO",0.38,0.36,0.34,0.34,0.33,0.34,0.36,0.43,0.42,0.35,0.3,0.27,0.27,0.29,0.32,0.37,0.44,0.52,0.58,0.61,0.52,0.44,0.47,0.55
"2018/04/21","®H¨½","NOx",14,9.7,8.5,9.6,9.9,11,12,15,15,11,8.1,7.1,6.4,7.1,7.9,11,13,17,22,24,19,14,15,20
"2018/04/21","®H¨½","O3",26,26,27,18,18,15,17,18,25,43,62,64,63,65,76,87,87,75,60,48,48,55,38,22
"2018/04/21","®H¨½","PM10",50,49,55,58,53,48,45,47,49,45,42,41,35,36,44,56,72,85,92,88,84,82,77,73
"2018/04/21","®H¨½","SO2",2.1,2.4,2,2.5,2.1,1.9,1.9,2.2,2.3,2,2.1,1.5,1.2,1.1,1.4,2.3,3.4,4.1,5,5.2,5.2,3.8,3,3.1
"2018/04/22","®H¨½","CO",0.47,0.41,0.43,0.39,0.26,0.36,0.41,0.46,0.43,0.37,0.41,0.32,0.26,0.25,0.31,0.36,0.55,0.54,0.37,0.38,0.43,0.48,0.49,0.39
"2018/04/22","®H¨½","NOx",17,13,13,12,8.3,12,13,17,16,13,12,9.6,6.9,6.5,7.4,11,13,15,14,12,13,17,20,14
"2018/04/22","®H¨½","O3",22,20,16,14,20,13,11,9.1,19,28,34,49,52,55,68,77,71,58,44,41,35,25,17,20
"2018/04/22","®H¨½","PM10",68,64,59,53,40,41,46,46,51,50,46,37,30,29,33,38,47,49,40,34,32,36,38,31
"2018/04/22","®H¨½","SO2",3,1.8,2,1.8,1.4,1.9,1.5,1.8,2.2,2.4,1.9,1.9,1.5,1.2,1.2,1.6,4.1,4.2,3.7,3.4,2.8,2.7,2.2,2.3
"2018/04/23","®H¨½","CO",0.4,0.35,0.34,0.33,0.34,0.34,0.39,0.4,0.39,0.34,0.26,0.22,0.22,0.26,0.24,0.24,0.27,0.31,0.36,0.34,0.34,0.38,0.32,0.24
"2018/04/23","®H¨½","NOx",14,13,11,10,11,11,15,16,13,12,8.6,6,8.4,8.5,8.3,10,12,16,15,17,18,19,16,12
"2018/04/23","®H¨½","O3",16,10,14,11,9.7,7.6,9,17,32,40,50,51,54,73,73,56,52,44,41,29,23,16,13,13
"2018/04/23","®H¨½","PM10",32,31,32,32,31,38,37,37,38,33,27,25,26,35,43,39,28,16,16,21,23,23,26,22
"2018/04/23","®H¨½","SO2",2.1,2.2,2.1,2,1.9,2,2.1,2,2.7,2.6,1.9,1.6,2.1,1.9,1.9,1.4,1.2,1.7,2,2.5,2.8,2.9,3.3,3.7
"2018/04/24","®H¨½","CO",0.22,0.21,0.22,0.21,0.2,0.21,0.28,0.42,0.46,0.52,0.35,0.24,0.2,0.3,0.34,0.28,0.26,0.33,0.3,0.4,0.35,0.32,0.35,0.27
"2018/04/24","®H¨½","NOx",11,8.4,8.7,9.7,7.9,8.8,13,19,24,23,17,11,8.3,9.6,20,16,11,13,12,16,15,15,17,13
"2018/04/24","®H¨½","O3",13,13,10,8.6,9.9,9.9,6.6,7.1,7.5,13,18,27,29,30,22,23,29,21,20,12,8,4.9,3,3.2
